,Season,labels
1273,Season 1,disgust
1274,Season 1,surprise
1275,Season 1,neutral
1276,Season 1,neutral
1277,Season 1,surprise
1278,Season 1,fear
1279,Season 1,surprise
1280,Season 1,neutral
1281,Season 1,disgust
1282,Season 1,disgust
1283,Season 1,neutral
1284,Season 1,neutral
1285,Season 1,neutral
1286,Season 1,disgust
1287,Season 1,surprise
1288,Season 1,neutral
1289,Season 1,surprise
1290,Season 1,surprise
1291,Season 1,surprise
1292,Season 1,surprise
1293,Season 1,anger
1294,Season 1,disgust
1295,Season 1,surprise
1296,Season 1,sadness
1297,Season 1,neutral
1298,Season 1,fear
1299,Season 1,neutral
1300,Season 1,neutral
1301,Season 1,anger
1302,Season 1,neutral
1303,Season 1,neutral
1304,Season 1,neutral
1305,Season 1,neutral
1306,Season 1,neutral
1307,Season 1,neutral
1308,Season 1,neutral
1309,Season 1,sadness
1310,Season 1,anger
1311,Season 1,surprise
1312,Season 1,neutral
1313,Season 1,neutral
1314,Season 1,neutral
1315,Season 1,surprise
1316,Season 1,anger
1317,Season 1,neutral
1318,Season 1,anger
1319,Season 1,surprise
1320,Season 1,neutral
1321,Season 1,surprise
1322,Season 1,disgust
1323,Season 1,anger
1324,Season 1,neutral
1325,Season 1,neutral
1326,Season 1,fear
1327,Season 1,surprise
1328,Season 1,neutral
1329,Season 1,sadness
1330,Season 1,neutral
1331,Season 1,disgust
1332,Season 1,joy
1333,Season 1,neutral
1334,Season 1,surprise
1335,Season 1,neutral
1336,Season 1,neutral
1337,Season 1,anger
1338,Season 1,neutral
1339,Season 1,neutral
1340,Season 1,anger
1341,Season 1,neutral
1342,Season 1,joy
1343,Season 1,neutral
1344,Season 1,surprise
1345,Season 1,neutral
1346,Season 1,sadness
1347,Season 1,fear
1348,Season 1,surprise
1349,Season 1,neutral
1350,Season 1,disgust
1351,Season 1,sadness
1352,Season 1,neutral
1353,Season 1,neutral
1354,Season 1,disgust
1355,Season 1,joy
1356,Season 1,sadness
1357,Season 1,neutral
1358,Season 1,neutral
1359,Season 1,neutral
1360,Season 1,neutral
1361,Season 1,neutral
1362,Season 1,joy
1363,Season 1,neutral
1364,Season 1,anger
1365,Season 1,neutral
1366,Season 1,anger
1367,Season 1,neutral
1368,Season 1,fear
1369,Season 1,neutral
1370,Season 1,sadness
1371,Season 1,neutral
1372,Season 1,disgust
1373,Season 1,neutral
1374,Season 1,surprise
1375,Season 1,joy
1376,Season 1,neutral
1377,Season 1,neutral
1378,Season 1,fear
1379,Season 1,surprise
1380,Season 1,neutral
1381,Season 1,neutral
1382,Season 1,neutral
1383,Season 1,anger
1384,Season 1,neutral
1385,Season 1,disgust
1386,Season 1,disgust
1387,Season 1,surprise
1388,Season 1,joy
1389,Season 1,neutral
1390,Season 1,anger
1391,Season 1,disgust
1392,Season 1,disgust
1393,Season 1,surprise
1394,Season 1,neutral
1395,Season 1,neutral
1396,Season 1,neutral
1397,Season 1,neutral
1398,Season 1,anger
1399,Season 1,surprise
1400,Season 1,anger
1401,Season 1,neutral
1402,Season 1,anger
1403,Season 1,neutral
1404,Season 1,disgust
1405,Season 1,neutral
1406,Season 1,disgust
1407,Season 1,surprise
1408,Season 1,anger
1409,Season 1,surprise
1410,Season 1,surprise
1411,Season 1,neutral
1412,Season 1,disgust
1413,Season 1,joy
1414,Season 1,sadness
1415,Season 1,neutral
1416,Season 1,sadness
1417,Season 1,neutral
1418,Season 1,joy
1419,Season 1,neutral
1420,Season 1,neutral
1421,Season 1,sadness
1422,Season 1,neutral
1423,Season 1,disgust
1424,Season 1,neutral
1425,Season 1,neutral
1426,Season 1,anger
1427,Season 1,neutral
1428,Season 1,anger
1429,Season 1,anger
1430,Season 1,neutral
1431,Season 1,neutral
1432,Season 1,neutral
1433,Season 1,neutral
1434,Season 1,neutral
1435,Season 1,neutral
1436,Season 1,surprise
1437,Season 1,fear
1438,Season 1,neutral
1439,Season 1,neutral
1440,Season 1,neutral
1441,Season 1,anger
1442,Season 1,anger
1443,Season 1,anger
1444,Season 1,disgust
1445,Season 1,disgust
1446,Season 1,disgust
1447,Season 1,surprise
1448,Season 1,neutral
1449,Season 1,anger
1450,Season 1,surprise
1451,Season 1,anger
1452,Season 1,neutral
1453,Season 1,neutral
1454,Season 1,neutral
1455,Season 1,neutral
1456,Season 1,neutral
1457,Season 1,neutral
1458,Season 1,joy
1459,Season 1,sadness
1460,Season 1,neutral
1461,Season 1,neutral
1462,Season 1,anger
1463,Season 1,disgust
1464,Season 1,neutral
1465,Season 1,neutral
1466,Season 1,neutral
1467,Season 1,neutral
1468,Season 1,neutral
1469,Season 1,surprise
1470,Season 1,neutral
1471,Season 1,disgust
1472,Season 1,neutral
1473,Season 1,anger
1474,Season 1,neutral
1475,Season 1,disgust
1476,Season 1,surprise
1477,Season 1,neutral
1478,Season 1,neutral
1479,Season 1,neutral
1480,Season 1,sadness
1481,Season 1,anger
1482,Season 1,disgust
1483,Season 1,surprise
1484,Season 1,fear
1485,Season 1,surprise
1486,Season 1,neutral
1487,Season 1,surprise
1488,Season 1,neutral
1489,Season 1,surprise
1490,Season 1,fear
1491,Season 1,anger
1492,Season 1,neutral
1493,Season 1,neutral
1494,Season 1,neutral
1495,Season 1,surprise
1496,Season 1,anger
1497,Season 1,disgust
1498,Season 1,surprise
1499,Season 1,neutral
1500,Season 1,neutral
1501,Season 1,neutral
1502,Season 1,surprise
1503,Season 1,anger
1504,Season 1,surprise
1505,Season 1,surprise
1506,Season 1,surprise
1507,Season 1,neutral
1508,Season 1,neutral
1509,Season 1,anger
1510,Season 1,neutral
1511,Season 1,neutral
1512,Season 1,neutral
1513,Season 1,neutral
1514,Season 1,anger
1515,Season 1,sadness
1516,Season 1,neutral
1517,Season 1,sadness
1518,Season 1,anger
1519,Season 1,anger
1520,Season 1,anger
1521,Season 1,surprise
1522,Season 1,neutral
1523,Season 1,surprise
1524,Season 1,neutral
1525,Season 1,surprise
1526,Season 1,sadness
1527,Season 1,surprise
1528,Season 1,fear
1529,Season 1,fear
1530,Season 1,surprise
1531,Season 1,fear
1532,Season 1,neutral
1533,Season 1,neutral
1534,Season 1,neutral
1535,Season 1,surprise
1536,Season 1,disgust
1537,Season 1,neutral
1538,Season 1,neutral
1539,Season 1,anger
1540,Season 1,disgust
1541,Season 1,neutral
1542,Season 1,neutral
1543,Season 1,disgust
1544,Season 1,neutral
1545,Season 1,neutral
1546,Season 1,disgust
1547,Season 1,neutral
1548,Season 1,neutral
1549,Season 1,joy
1550,Season 1,neutral
1551,Season 1,neutral
1552,Season 1,neutral
1553,Season 1,disgust
1554,Season 1,neutral
1555,Season 1,neutral
1556,Season 1,joy
1557,Season 1,neutral
1558,Season 1,neutral
1559,Season 1,disgust
1560,Season 1,neutral
1561,Season 1,disgust
1562,Season 1,surprise
1563,Season 1,surprise
1564,Season 1,neutral
1565,Season 1,neutral
1566,Season 1,disgust
1567,Season 1,neutral
1568,Season 1,neutral
1569,Season 1,neutral
1570,Season 1,disgust
1571,Season 1,neutral
1572,Season 1,surprise
1573,Season 1,neutral
1574,Season 1,disgust
1575,Season 1,surprise
1576,Season 1,neutral
1577,Season 1,disgust
1578,Season 1,disgust
1579,Season 1,neutral
1580,Season 1,surprise
1581,Season 1,surprise
1582,Season 1,anger
1583,Season 1,neutral
1584,Season 1,anger
1585,Season 1,sadness
1586,Season 1,anger
1587,Season 1,anger
1588,Season 1,anger
1589,Season 1,anger
1590,Season 1,fear
1591,Season 1,surprise
1592,Season 1,disgust
1593,Season 1,neutral
1594,Season 1,disgust
1595,Season 1,surprise
1596,Season 1,disgust
1597,Season 1,surprise
1598,Season 1,fear
1599,Season 1,neutral
1600,Season 1,neutral
1601,Season 1,neutral
1602,Season 1,surprise
1603,Season 1,surprise
1604,Season 1,disgust
1605,Season 1,neutral
1606,Season 1,anger
1607,Season 1,surprise
1608,Season 1,neutral
1609,Season 1,neutral
1610,Season 1,neutral
1611,Season 1,neutral
1612,Season 1,surprise
1613,Season 1,neutral
1614,Season 1,anger
1615,Season 1,fear
1616,Season 1,surprise
1617,Season 1,disgust
1618,Season 1,neutral
1619,Season 1,neutral
1620,Season 1,surprise
1621,Season 1,sadness
1622,Season 1,neutral
1623,Season 1,neutral
1624,Season 1,disgust
1625,Season 1,neutral
1626,Season 1,neutral
1627,Season 1,neutral
1628,Season 1,neutral
1629,Season 1,joy
1630,Season 1,neutral
1631,Season 1,sadness
1632,Season 1,disgust
1633,Season 1,surprise
1634,Season 1,neutral
1635,Season 1,disgust
1636,Season 1,disgust
1637,Season 1,anger
1638,Season 1,disgust
1639,Season 1,fear
1640,Season 1,neutral
1641,Season 1,neutral
1642,Season 1,anger
1643,Season 1,surprise
1644,Season 1,neutral
1645,Season 1,disgust
1646,Season 1,anger
1647,Season 1,disgust
1648,Season 1,anger
1649,Season 1,surprise
1650,Season 1,fear
1651,Season 1,anger
1652,Season 1,disgust
1653,Season 1,anger
1654,Season 1,sadness
1655,Season 1,disgust
1656,Season 1,fear
1657,Season 1,sadness
1658,Season 1,disgust
1659,Season 1,neutral
1660,Season 1,joy
1661,Season 1,anger
1662,Season 1,neutral
1663,Season 1,neutral
1664,Season 1,neutral
1665,Season 1,fear
1666,Season 1,fear
1667,Season 1,anger
1668,Season 1,neutral
1669,Season 1,sadness
1670,Season 1,neutral
1671,Season 1,neutral
1672,Season 1,neutral
1673,Season 1,neutral
1674,Season 1,disgust
1675,Season 1,fear
1676,Season 1,anger
1677,Season 1,disgust
1678,Season 1,neutral
1679,Season 1,neutral
1680,Season 1,anger
1681,Season 1,surprise
1682,Season 1,anger
1683,Season 1,anger
1684,Season 1,anger
1685,Season 1,fear
1686,Season 1,sadness
1687,Season 1,neutral
1688,Season 1,disgust
1689,Season 1,neutral
1690,Season 1,anger
1691,Season 1,neutral
1692,Season 1,disgust
1693,Season 1,anger
1694,Season 1,neutral
1695,Season 1,fear
1696,Season 1,neutral
1697,Season 1,neutral
1698,Season 1,neutral
1699,Season 1,neutral
1700,Season 1,surprise
1701,Season 1,neutral
1702,Season 1,fear
1703,Season 1,disgust
1704,Season 1,anger
1705,Season 1,neutral
1706,Season 1,neutral
1707,Season 1,neutral
1708,Season 1,neutral
1709,Season 1,neutral
1710,Season 1,surprise
1711,Season 1,surprise
1712,Season 1,disgust
1713,Season 1,disgust
1714,Season 1,neutral
1715,Season 1,anger
1716,Season 1,neutral
1717,Season 1,neutral
1718,Season 1,fear
1719,Season 1,surprise
1720,Season 1,disgust
1721,Season 1,neutral
1722,Season 1,sadness
1723,Season 1,neutral
1724,Season 1,joy
1725,Season 1,disgust
1726,Season 1,surprise
1727,Season 1,neutral
1728,Season 1,neutral
1729,Season 1,anger
1730,Season 1,disgust
1731,Season 1,anger
1732,Season 1,neutral
1733,Season 1,disgust
1734,Season 1,sadness
1735,Season 1,joy
1736,Season 1,anger
1737,Season 1,neutral
1738,Season 1,sadness
1739,Season 1,neutral
1740,Season 1,neutral
1741,Season 1,neutral
1742,Season 1,anger
1743,Season 1,anger
1744,Season 1,neutral
1745,Season 1,neutral
1746,Season 1,neutral
1747,Season 1,neutral
1748,Season 1,neutral
1749,Season 1,neutral
1750,Season 1,sadness
1751,Season 1,neutral
1752,Season 1,neutral
1753,Season 1,anger
1754,Season 1,neutral
1755,Season 1,neutral
1756,Season 1,neutral
1757,Season 1,neutral
1758,Season 1,anger
1759,Season 1,surprise
1760,Season 1,fear
1761,Season 1,disgust
1762,Season 1,surprise
1763,Season 1,neutral
1764,Season 1,sadness
1765,Season 1,disgust
1766,Season 1,disgust
1767,Season 1,disgust
1768,Season 1,neutral
1769,Season 1,neutral
1770,Season 1,neutral
1771,Season 1,fear
1772,Season 1,neutral
1773,Season 1,neutral
1774,Season 1,neutral
1775,Season 1,neutral
1776,Season 1,neutral
1777,Season 1,surprise
1778,Season 1,anger
1779,Season 1,surprise
1780,Season 1,sadness
1781,Season 1,neutral
1782,Season 1,joy
1783,Season 1,surprise
1784,Season 1,disgust
1785,Season 1,anger
1786,Season 1,surprise
1787,Season 1,neutral
1788,Season 1,disgust
1789,Season 1,neutral
1790,Season 1,surprise
1791,Season 1,disgust
1792,Season 1,joy
1793,Season 1,anger
1794,Season 1,fear
1795,Season 1,disgust
1796,Season 1,anger
1797,Season 1,anger
1798,Season 1,anger
1799,Season 1,neutral
1800,Season 1,anger
1801,Season 1,anger
1802,Season 1,surprise
1803,Season 1,anger
1804,Season 1,neutral
1805,Season 1,anger
1806,Season 1,anger
1807,Season 1,anger
1808,Season 1,neutral
1809,Season 1,disgust
1810,Season 1,disgust
1811,Season 1,neutral
1812,Season 1,neutral
1813,Season 1,neutral
1814,Season 1,disgust
1815,Season 1,anger
1816,Season 1,anger
1817,Season 1,neutral
1818,Season 1,disgust
1819,Season 1,fear
1820,Season 1,anger
1821,Season 1,neutral
1822,Season 1,anger
1823,Season 1,neutral
1824,Season 1,sadness
1825,Season 1,neutral
1826,Season 1,anger
1827,Season 1,neutral
1828,Season 1,anger
1829,Season 1,neutral
1830,Season 1,surprise
1831,Season 1,sadness
1832,Season 1,neutral
1833,Season 1,neutral
1834,Season 1,anger
1835,Season 1,neutral
1836,Season 1,anger
1837,Season 1,disgust
1838,Season 1,neutral
1839,Season 1,neutral
1840,Season 1,fear
1841,Season 1,surprise
1842,Season 1,anger
1843,Season 1,neutral
1844,Season 1,neutral
1845,Season 1,surprise
1846,Season 1,surprise
1847,Season 1,fear
1848,Season 1,sadness
1849,Season 1,surprise
1850,Season 1,surprise
1851,Season 1,neutral
1852,Season 1,sadness
1853,Season 1,anger
1854,Season 1,anger
1855,Season 1,disgust
1856,Season 1,neutral
1857,Season 1,disgust
1858,Season 1,anger
1859,Season 1,surprise
1860,Season 1,anger
1861,Season 1,neutral
1862,Season 1,neutral
1863,Season 1,anger
1864,Season 1,neutral
1865,Season 1,disgust
1866,Season 1,anger
1867,Season 1,fear
1868,Season 1,anger
1869,Season 1,anger
1870,Season 1,anger
1871,Season 1,neutral
1872,Season 1,neutral
1873,Season 1,neutral
1874,Season 1,anger
1875,Season 1,neutral
1876,Season 1,disgust
1877,Season 1,neutral
1878,Season 1,surprise
1879,Season 1,neutral
1880,Season 1,anger
1881,Season 1,sadness
1882,Season 1,surprise
1883,Season 1,anger
1884,Season 1,sadness
1885,Season 1,neutral
1886,Season 1,neutral
1887,Season 1,disgust
1888,Season 1,fear
1889,Season 1,fear
1890,Season 1,neutral
1891,Season 1,neutral
1892,Season 1,neutral
1893,Season 1,neutral
1894,Season 1,neutral
1895,Season 1,neutral
1896,Season 1,fear
1897,Season 1,joy
1898,Season 1,neutral
1899,Season 1,neutral
1900,Season 1,anger
1901,Season 1,joy
1902,Season 1,neutral
1903,Season 1,anger
1904,Season 1,neutral
1905,Season 1,neutral
1906,Season 1,neutral
1907,Season 1,neutral
1908,Season 1,neutral
1909,Season 1,neutral
1910,Season 1,disgust
1911,Season 1,sadness
1912,Season 1,anger
1913,Season 1,joy
1914,Season 1,surprise
1915,Season 1,neutral
1916,Season 1,anger
1917,Season 1,fear
1918,Season 1,neutral
1919,Season 1,anger
1920,Season 1,neutral
1921,Season 1,neutral
1922,Season 1,anger
1923,Season 1,neutral
1924,Season 1,surprise
1925,Season 1,sadness
1926,Season 1,sadness
1927,Season 1,neutral
1928,Season 1,neutral
1929,Season 1,disgust
1930,Season 1,anger
1931,Season 1,surprise
1932,Season 1,surprise
1933,Season 1,sadness
1934,Season 1,anger
1935,Season 1,sadness
1936,Season 1,neutral
1937,Season 1,anger
1938,Season 1,anger
1939,Season 1,neutral
1940,Season 1,neutral
1941,Season 1,neutral
1942,Season 1,anger
1943,Season 1,neutral
1944,Season 1,neutral
1945,Season 1,anger
1946,Season 1,neutral
1947,Season 1,neutral
1948,Season 1,neutral
1949,Season 1,anger
1950,Season 1,anger
1951,Season 1,disgust
1952,Season 1,neutral
1953,Season 1,anger
1954,Season 1,neutral
1955,Season 1,joy
1956,Season 1,joy
1957,Season 1,neutral
1958,Season 1,joy
1959,Season 1,neutral
1960,Season 1,neutral
1961,Season 1,surprise
1962,Season 1,neutral
1963,Season 1,neutral
1964,Season 1,neutral
1965,Season 1,surprise
1966,Season 1,joy
1967,Season 1,surprise
1968,Season 1,neutral
1969,Season 1,anger
1970,Season 1,joy
1971,Season 1,joy
1972,Season 1,neutral
1973,Season 1,disgust
1974,Season 1,neutral
1975,Season 1,surprise
1976,Season 1,anger
1977,Season 1,surprise
1978,Season 1,anger
1979,Season 1,neutral
1980,Season 1,neutral
1981,Season 1,anger
1982,Season 1,neutral
1983,Season 1,neutral
1984,Season 1,neutral
1985,Season 1,neutral
1986,Season 1,neutral
1987,Season 1,disgust
1988,Season 1,neutral
1989,Season 1,neutral
1990,Season 1,disgust
1991,Season 1,anger
1992,Season 1,fear
1993,Season 1,disgust
1994,Season 1,neutral
1995,Season 1,neutral
1996,Season 1,neutral
1997,Season 1,neutral
1998,Season 1,anger
1999,Season 1,surprise
2000,Season 1,disgust
2001,Season 1,surprise
2002,Season 1,anger
2003,Season 1,neutral
2004,Season 1,surprise
2005,Season 1,neutral
2006,Season 1,anger
2007,Season 1,neutral
2008,Season 1,neutral
2009,Season 1,surprise
2010,Season 1,neutral
2011,Season 1,neutral
2012,Season 1,anger
2013,Season 1,neutral
2014,Season 1,neutral
2015,Season 1,neutral
2016,Season 1,anger
2017,Season 1,neutral
2018,Season 1,surprise
2019,Season 1,neutral
2020,Season 1,neutral
2021,Season 1,fear
2022,Season 1,disgust
2023,Season 1,neutral
2024,Season 1,neutral
2025,Season 1,anger
2026,Season 1,joy
2027,Season 1,joy
2028,Season 1,fear
2029,Season 1,joy
2030,Season 1,anger
2031,Season 1,sadness
2032,Season 1,anger
2033,Season 1,anger
2034,Season 1,neutral
2035,Season 1,surprise
2036,Season 1,fear
2037,Season 1,surprise
2038,Season 1,disgust
2039,Season 1,neutral
2040,Season 1,neutral
2041,Season 1,disgust
2042,Season 1,fear
2043,Season 1,anger
2044,Season 1,fear
2045,Season 1,neutral
2046,Season 1,surprise
2047,Season 1,sadness
2048,Season 1,neutral
2049,Season 1,neutral
2050,Season 1,surprise
2051,Season 1,neutral
2052,Season 1,neutral
2053,Season 1,surprise
2054,Season 1,surprise
2055,Season 1,fear
2056,Season 1,neutral
2057,Season 1,sadness
2058,Season 1,anger
2059,Season 1,sadness
2060,Season 1,anger
2061,Season 1,neutral
2062,Season 1,anger
2063,Season 1,neutral
2064,Season 1,neutral
2065,Season 1,anger
2066,Season 1,surprise
2067,Season 1,anger
2068,Season 1,anger
2069,Season 1,disgust
2070,Season 1,surprise
2071,Season 1,anger
2072,Season 1,neutral
2073,Season 1,neutral
2074,Season 1,anger
2075,Season 1,joy
2076,Season 1,neutral
2077,Season 1,neutral
2078,Season 1,neutral
2079,Season 1,anger
2080,Season 1,neutral
2081,Season 1,neutral
2082,Season 1,anger
2083,Season 1,anger
2084,Season 1,neutral
2085,Season 1,surprise
2086,Season 1,fear
2087,Season 1,surprise
2088,Season 1,anger
2089,Season 1,neutral
2090,Season 1,neutral
2091,Season 1,anger
2092,Season 1,neutral
2093,Season 1,joy
2094,Season 1,neutral
2095,Season 1,anger
2096,Season 1,anger
2097,Season 1,anger
2098,Season 1,disgust
2099,Season 1,sadness
2100,Season 1,surprise
2101,Season 1,surprise
2102,Season 1,neutral
2103,Season 1,disgust
2104,Season 1,neutral
2105,Season 1,neutral
2106,Season 1,neutral
2107,Season 1,anger
2108,Season 1,neutral
2109,Season 1,neutral
2110,Season 1,anger
2111,Season 1,anger
2112,Season 1,neutral
2113,Season 1,surprise
2114,Season 1,neutral
2115,Season 1,neutral
2116,Season 1,anger
2117,Season 1,neutral
2118,Season 1,disgust
2119,Season 1,disgust
2120,Season 1,neutral
2121,Season 1,neutral
2122,Season 1,sadness
2123,Season 1,surprise
2124,Season 1,surprise
2125,Season 1,anger
2126,Season 1,neutral
2127,Season 1,neutral
2128,Season 1,neutral
2129,Season 1,neutral
2130,Season 1,disgust
2131,Season 1,neutral
2132,Season 1,sadness
2133,Season 1,joy
2134,Season 1,neutral
2135,Season 1,neutral
2136,Season 1,anger
2137,Season 1,disgust
2138,Season 1,neutral
2139,Season 1,anger
2140,Season 1,sadness
2141,Season 1,surprise
2142,Season 1,neutral
